TYPE,CONTENT,DESCRIPTION,PRIORITY,INDENT,AUTHOR,RESPONSIBLE,DATE,DATE_LANG,TIMEZONE
task,"DSA Lab: 5. Implement binary search tree and produce its pre-order, in-order, and post-order traversals (1/10)",,,,,,2023-10-15,,
task,Eng-II: seer and enjoyer) (2/2),,,,,,2023-10-15,,
task,OOP-II: Multilevel (1/2),,,,,,2023-10-15,,
task,DD-II: Decimal Adder (1/3),,,,,,2023-10-15,,
task,"DD Lab: 4. Design and implement combinational circuits using MSI devices:
• 4-bit binary adder/subtractor
• Parity generator/checker
• Magnitude Comparator
• Application using multiplexers (6/12)",,,,,,2023-10-16,,
task,"OOP Lab: 4. Design a Java interface for ADTs. (E.g. Stack, Queue) (2/13)",,,,,,2023-10-16,,
task,"DSA Lab: 5. Implement binary search tree and produce its pre-order, in-order, and post-order traversals (2/10)",,,,,,2023-10-16,,
task,Math-II: Partition of integers (1/3),,,,,,2023-10-16,,
task,OOP-II: Multilevel (2/2),,,,,,2023-10-16,,
task,Eng-II: Understanding the characteristics and activities of ‘I’ and harmony in ‘I’ (1/2),,,,,,2023-10-16,,
task,DSA-II: Queue ADT: Queue model (1/3),,,,,,2023-10-16,,
task,DD-II: Decimal Adder (2/3),,,,,,2023-10-16,,
task,DD-II: Decimal Adder (3/3),,,,,,2023-10-17,,
task,OOP-II: Multiple (1/2),,,,,,2023-10-17,,
task,"DSA Lab: 5. Implement binary search tree and produce its pre-order, in-order, and post-order traversals (3/10)",,,,,,2023-10-17,,
task,Eng-II: Understanding the characteristics and activities of ‘I’ and harmony in ‘I’ (2/2),,,,,,2023-10-17,,
task,"DD Lab: 4. Design and implement combinational circuits using MSI devices:
• 4-bit binary adder/subtractor
• Parity generator/checker
• Magnitude Comparator
• Application using multiplexers (7/12)",,,,,,2023-10-17,,
task,DSA-II: Queue ADT: Queue model (2/3),,,,,,2023-10-17,,
task,"OOP Lab: 4. Design a Java interface for ADTs. (E.g. Stack, Queue) (3/13)",,,,,,2023-10-17,,
task,Math-II: Partition of integers (2/3),,,,,,2023-10-17,,
task,"DSA Lab: 5. Implement binary search tree and produce its pre-order, in-order, and post-order traversals (4/10)",,,,,,2023-10-18,,
task,DSA-II: Queue ADT: Queue model (3/3),,,,,,2023-10-18,,
task,"OOP Lab: 4. Design a Java interface for ADTs. (E.g. Stack, Queue) (4/13)",,,,,,2023-10-18,,
task,"DD Lab: 4. Design and implement combinational circuits using MSI devices:
• 4-bit binary adder/subtractor
• Parity generator/checker
• Magnitude Comparator
• Application using multiplexers (8/12)",,,,,,2023-10-18,,
task,Eng-II: Understanding the harmony of I with the Body: Sanyam and Swasthya (1/2),,,,,,2023-10-18,,
task,OOP-II: Multiple (2/2),,,,,,2023-10-18,,
task,DD-II: Binary Multiplier (1/3),,,,,,2023-10-18,,
task,Math-II: Partition of integers (3/3),,,,,,2023-10-18,,
task,Eng-II: Understanding the harmony of I with the Body: Sanyam and Swasthya (2/2),,,,,,2023-10-19,,
task,Math-II: Solving linear recurrence relations using generating functions (1/3),,,,,,2023-10-19,,
task,"DSA Lab: 5. Implement binary search tree and produce its pre-order, in-order, and post-order traversals (5/10)",,,,,,2023-10-19,,
task,DSA-II: Array implementation of queues (1/3),,,,,,2023-10-19,,
task,OOP-II: Hierarchical (1/3),,,,,,2023-10-19,,
task,DD-II: Binary Multiplier (2/3),,,,,,2023-10-19,,
task,"OOP Lab: 4. Design a Java interface for ADTs. (E.g. Stack, Queue) (5/13)",,,,,,2023-10-19,,
task,"DD Lab: 4. Design and implement combinational circuits using MSI devices:
• 4-bit binary adder/subtractor
• Parity generator/checker
• Magnitude Comparator
• Application using multiplexers (9/12)",,,,,,2023-10-19,,
task,"DD Lab: 4. Design and implement combinational circuits using MSI devices:
• 4-bit binary adder/subtractor
• Parity generator/checker
• Magnitude Comparator
• Application using multiplexers (10/12)",,,,,,2023-10-20,,
task,OOP-II: Hierarchical (2/3),,,,,,2023-10-20,,
task,DSA-II: Array implementation of queues (2/3),,,,,,2023-10-20,,
task,"DSA Lab: 5. Implement binary search tree and produce its pre-order, in-order, and post-order traversals (6/10)",,,,,,2023-10-20,,
task,"OOP Lab: 4. Design a Java interface for ADTs. (E.g. Stack, Queue) (6/13)",,,,,,2023-10-20,,
task,DD-II: Binary Multiplier (3/3),,,,,,2023-10-20,,
task,Eng-II: correct appraisal of Physical needs (1/1),,,,,,2023-10-20,,
task,Math-II: Solving linear recurrence relations using generating functions (2/3),,,,,,2023-10-20,,
task,"OOP Lab: 4. Design a Java interface for ADTs. (E.g. Stack, Queue) (7/13)",,,,,,2023-10-21,,
task,DD-II: Magnitude Comparator (1/2),,,,,,2023-10-21,,
task,OOP-II: Hierarchical (3/3),,,,,,2023-10-21,,
task,"DSA Lab: 5. Implement binary search tree and produce its pre-order, in-order, and post-order traversals (7/10)",,,,,,2023-10-21,,
task,Math-II: Solving linear recurrence relations using generating functions (3/3),,,,,,2023-10-21,,
task,"DD Lab: 4. Design and implement combinational circuits using MSI devices:
• 4-bit binary adder/subtractor
• Parity generator/checker
• Magnitude Comparator
• Application using multiplexers (11/12)",,,,,,2023-10-21,,
task,DSA-II: Array implementation of queues (3/3),,,,,,2023-10-21,,
task,Eng-II: the meaning of Prosperity in detail (1/2),,,,,,2023-10-21,,
task,DD-II: Magnitude Comparator (2/2),,,,,,2023-10-22,,
task,DSA-II: Applications of queues.  (1/3),,,,,,2023-10-22,,
task,"OOP Lab: 4. Design a Java interface for ADTs. (E.g. Stack, Queue) (8/13)",,,,,,2023-10-22,,
task,"DSA Lab: 5. Implement binary search tree and produce its pre-order, in-order, and post-order traversals (8/10)",,,,,,2023-10-22,,
task,Math-II: Inclusion and Exclusion Principle and its applications.  (1/3),,,,,,2023-10-22,,
task,Eng-II: the meaning of Prosperity in detail (2/2),,,,,,2023-10-22,,
task,"DD Lab: 4. Design and implement combinational circuits using MSI devices:
• 4-bit binary adder/subtractor
• Parity generator/checker
• Magnitude Comparator
• Application using multiplexers (12/12)",,,,,,2023-10-22,,
task,OOP-II: Subclass constructors (1/2),,,,,,2023-10-22,,
task,DSA-II: Applications of queues.  (2/3),,,,,,2023-10-23,,
task,"DSA Lab: 5. Implement binary search tree and produce its pre-order, in-order, and post-order traversals (9/10)",,,,,,2023-10-23,,
task,DD-II: Decoders (1/3),,,,,,2023-10-23,,
task,Math-II: Inclusion and Exclusion Principle and its applications.  (2/3),,,,,,2023-10-23,,
task,Eng-II: Pro- grams to ensure Sanyam and Swasthya.  (1/2),,,,,,2023-10-23,,
task,DD Lab: 5. Design and implement shift-registers. (1/12),,,,,,2023-10-23,,
task,OOP-II: Subclass constructors (2/2),,,,,,2023-10-23,,
task,"OOP Lab: 4. Design a Java interface for ADTs. (E.g. Stack, Queue) (9/13)",,,,,,2023-10-23,,
task,DD-II: Decoders (2/3),,,,,,2023-10-24,,
task,"DSA Lab: 5. Implement binary search tree and produce its pre-order, in-order, and post-order traversals (10/10)",,,,,,2023-10-24,,
task,DD Lab: 5. Design and implement shift-registers. (2/12),,,,,,2023-10-24,,
task,Math-II: Inclusion and Exclusion Principle and its applications.  (3/3),,,,,,2023-10-24,,
task,"OOP Lab: 4. Design a Java interface for ADTs. (E.g. Stack, Queue) (10/13)",,,,,,2023-10-24,,
task,DSA-II: Applications of queues.  (3/3),,,,,,2023-10-24,,
task,Eng-II: Pro- grams to ensure Sanyam and Swasthya.  (2/2),,,,,,2023-10-24,,
task,OOP-II: Interfaces in Java: Definition (1/2),,,,,,2023-10-24,,
task,DSA Lab: 6. Implement AVL trees (e.g Implement dictionary) (1/10),,,,,,2023-10-25,,
task,"OOP Lab: 4. Design a Java interface for ADTs. (E.g. Stack, Queue) (11/13)",,,,,,2023-10-25,,
task,DD-II: Decoders (3/3),,,,,,2023-10-25,,
task,OOP-II: Interfaces in Java: Definition (2/2),,,,,,2023-10-25,,
task,Math-III: Graphs (1/3),,,,,,2023-10-25,,
task,DSA-III: Preliminaries (1/3),,,,,,2023-10-25,,
task,Eng-III: Understanding harmony in the family (1/2),,,,,,2023-10-25,,
task,DD Lab: 5. Design and implement shift-registers. (3/12),,,,,,2023-10-25,,
task,DSA-III: Preliminaries (2/3),,,,,,2023-10-26,,
task,DSA Lab: 6. Implement AVL trees (e.g Implement dictionary) (2/10),,,,,,2023-10-26,,
task,Eng-III: Understanding harmony in the family (2/2),,,,,,2023-10-26,,
task,Math-III: Graphs (2/3),,,,,,2023-10-26,,
task,DD-II: Encoders (1/3),,,,,,2023-10-26,,
task,DD Lab: 5. Design and implement shift-registers. (4/12),,,,,,2023-10-26,,
task,"OOP Lab: 4. Design a Java interface for ADTs. (E.g. Stack, Queue) (12/13)",,,,,,2023-10-26,,
task,OOP-II: Implementation (1/2),,,,,,2023-10-26,,
task,DSA Lab: 6. Implement AVL trees (e.g Implement dictionary) (3/10),,,,,,2023-10-27,,
task,DD-II: Encoders (2/3),,,,,,2023-10-27,,
task,"OOP Lab: 4. Design a Java interface for ADTs. (E.g. Stack, Queue) (13/13)",,,,,,2023-10-27,,
task,DD Lab: 5. Design and implement shift-registers. (5/12),,,,,,2023-10-27,,
task,Math-III: Graphs (3/3),,,,,,2023-10-27,,
task,DSA-III: Preliminaries (3/3),,,,,,2023-10-27,,
task,OOP-II: Implementation (2/2),,,,,,2023-10-27,,
task,Eng-III: The basic unit of human interaction (1/2),,,,,,2023-10-27,,
task,OOP Lab: 5. Programs using Exception handling. (E.g. Bank Account manipulation) (1/13),,,,,,2023-10-28,,
task,DSA Lab: 6. Implement AVL trees (e.g Implement dictionary) (4/10),,,,,,2023-10-28,,
task,Math-III: Graph terminology and special types of graphs (1/3),,,,,,2023-10-28,,
task,DD-II: Encoders (3/3),,,,,,2023-10-28,,
task,OOP-II: Extending interfaces (1/2),,,,,,2023-10-28,,
task,Eng-III: The basic unit of human interaction (2/2),,,,,,2023-10-28,,
task,DSA-III: Binary trees: Expression trees (1/3),,,,,,2023-10-28,,
task,DD Lab: 5. Design and implement shift-registers. (6/12),,,,,,2023-10-28,,
task,DD Lab: 5. Design and implement shift-registers. (7/12),,,,,,2023-10-29,,
task,OOP Lab: 5. Programs using Exception handling. (E.g. Bank Account manipulation) (2/13),,,,,,2023-10-29,,
task,DD-II: Multiplexers (1/3),,,,,,2023-10-29,,
task,DSA-III: Binary trees: Expression trees (2/3),,,,,,2023-10-29,,
task,Math-III: Graph terminology and special types of graphs (2/3),,,,,,2023-10-29,,
task,DSA Lab: 6. Implement AVL trees (e.g Implement dictionary) (5/10),,,,,,2023-10-29,,
task,OOP-II: Extending interfaces (2/2),,,,,,2023-10-29,,
task,Eng-III: understanding values in a human-to-human relationship (1/2),,,,,,2023-10-29,,
task,OOP Lab: 5. Programs using Exception handling. (E.g. Bank Account manipulation) (3/13),,,,,,2023-10-30,,
task,DSA-III: Binary trees: Expression trees (3/3),,,,,,2023-10-30,,
task,DD Lab: 5. Design and implement shift-registers. (8/12),,,,,,2023-10-30,,
task,DD-II: Multiplexers (2/3),,,,,,2023-10-30,,
task,DSA Lab: 6. Implement AVL trees (e.g Implement dictionary) (6/10),,,,,,2023-10-30,,
task,OOP-II: Inheritance versus delegation (1/2),,,,,,2023-10-30,,
task,Eng-III: understanding values in a human-to-human relationship (2/2),,,,,,2023-10-30,,
task,Math-III: Graph terminology and special types of graphs (3/3),,,,,,2023-10-30,,
task,Math-III: Subgraphs (1/4),,,,,,2023-10-31,,
task,OOP Lab: 5. Programs using Exception handling. (E.g. Bank Account manipulation) (4/13),,,,,,2023-10-31,,
task,DD-II: Multiplexers (3/3),,,,,,2023-10-31,,
task,DSA Lab: 6. Implement AVL trees (e.g Implement dictionary) (7/10),,,,,,2023-10-31,,
task,OOP-II: Inheritance versus delegation (2/2),,,,,,2023-10-31,,
task,DD Lab: 5. Design and implement shift-registers. (9/12),,,,,,2023-10-31,,
task,Eng-III: Understanding Trust (1/2),,,,,,2023-10-31,,
task,DSA-III: Binary search tree ADT (1/4),,,,,,2023-10-31,,
task,OOP-II: Inheritance rules (1/3),,,,,,2023-11-01,,
task,OOP Lab: 5. Programs using Exception handling. (E.g. Bank Account manipulation) (5/13),,,,,,2023-11-01,,
task,DD-II: Introduction to HDL (1/3),,,,,,2023-11-01,,
task,Math-III: Subgraphs (2/4),,,,,,2023-11-01,,
task,DSA-III: Binary search tree ADT (2/4),,,,,,2023-11-01,,
task,DSA Lab: 6. Implement AVL trees (e.g Implement dictionary) (8/10),,,,,,2023-11-01,,
task,Eng-III: Understanding Trust (2/2),,,,,,2023-11-01,,
task,DD Lab: 5. Design and implement shift-registers. (10/12),,,,,,2023-11-01,,
task,DD Lab: 5. Design and implement shift-registers. (11/12),,,,,,2023-11-02,,
task,OOP-II: Inheritance rules (2/3),,,,,,2023-11-02,,
task,DD-II: Introduction to HDL (2/3),,,,,,2023-11-02,,
task,Eng-III: The foundational value in relationship (1/2),,,,,,2023-11-02,,
task,Math-III: Subgraphs (3/4),,,,,,2023-11-02,,
task,OOP Lab: 5. Programs using Exception handling. (E.g. Bank Account manipulation) (6/13),,,,,,2023-11-02,,
task,DSA-III: Binary search tree ADT (3/4),,,,,,2023-11-02,,
task,DSA Lab: 6. Implement AVL trees (e.g Implement dictionary) (9/10),,,,,,2023-11-02,,
task,DSA Lab: 6. Implement AVL trees (e.g Implement dictionary) (10/10),,,,,,2023-11-03,,
task,Eng-III: The foundational value in relationship (2/2),,,,,,2023-11-03,,
task,DD Lab: 5. Design and implement shift-registers. (12/12),,,,,,2023-11-03,,
task,OOP Lab: 5. Programs using Exception handling. (E.g. Bank Account manipulation) (7/13),,,,,,2023-11-03,,
task,Math-III: Subgraphs (4/4),,,,,,2023-11-03,,
task,OOP-II: Inheritance rules (3/3),,,,,,2023-11-03,,
task,DD-II: Introduction to HDL (3/3),,,,,,2023-11-03,,
task,DSA-III: Binary search tree ADT (4/4),,,,,,2023-11-03,,
task,Math-III: Matrix representation of graphs and graph isomorphism (1/3),,,,,,2023-11-04,,
task,OOP-II: Inner classes (1/2),,,,,,2023-11-04,,
task,DSA-III: AVL trees (1/3),,,,,,2023-11-04,,
task,DSA Lab: 7. Implement priority queue using binary heaps (e.g Storing employee records based upon salary) (1/9),,,,,,2023-11-04,,
task,DD-II: HDL Models of Combinational circuits.  (1/2),,,,,,2023-11-04,,
task,DD Lab: 6. Design and implement synchronous counters. (1/11),,,,,,2023-11-04,,
task,Eng-III: Difference between intention and competence (1/1),,,,,,2023-11-04,,
task,OOP Lab: 5. Programs using Exception handling. (E.g. Bank Account manipulation) (8/13),,,,,,2023-11-04,,
task,Math-III: Matrix representation of graphs and graph isomorphism (2/3),,,,,,2023-11-05,,
task,DD Lab: 6. Design and implement synchronous counters. (2/11),,,,,,2023-11-05,,
task,DSA Lab: 7. Implement priority queue using binary heaps (e.g Storing employee records based upon salary) (2/9),,,,,,2023-11-05,,
task,DD-II: HDL Models of Combinational circuits.  (2/2),,,,,,2023-11-05,,
task,OOP Lab: 5. Programs using Exception handling. (E.g. Bank Account manipulation) (9/13),,,,,,2023-11-05,,
task,DSA-III: AVL trees (2/3),,,,,,2023-11-05,,
task,OOP-II: Inner classes (2/2),,,,,,2023-11-05,,
task,Eng-III: Understanding Respect (1/2),,,,,,2023-11-05,,
task,DSA Lab: 7. Implement priority queue using binary heaps (e.g Storing employee records based upon salary) (3/9),,,,,,2023-11-06,,
task,DSA-III: AVL trees (3/3),,,,,,2023-11-06,,
task,OOP-II: Examples in Java.  (1/2),,,,,,2023-11-06,,
task,Math-III: Matrix representation of graphs and graph isomorphism (3/3),,,,,,2023-11-06,,
task,OOP Lab: 5. Programs using Exception handling. (E.g. Bank Account manipulation) (10/13),,,,,,2023-11-06,,
task,DD-III: Sequential Circuits (1/3),,,,,,2023-11-06,,
task,DD Lab: 6. Design and implement synchronous counters. (3/11),,,,,,2023-11-06,,
task,Eng-III: Understanding Respect (2/2),,,,,,2023-11-06,,
task,Math-III: Connectivity (1/3),,,,,,2023-11-07,,
task,DD Lab: 6. Design and implement synchronous counters. (4/11),,,,,,2023-11-07,,
task,OOP Lab: 5. Programs using Exception handling. (E.g. Bank Account manipulation) (11/13),,,,,,2023-11-07,,
task,DSA-III: Tree traversals (1/3),,,,,,2023-11-07,,
task,Eng-III: as the right evaluation (1/2),,,,,,2023-11-07,,
task,OOP-II: Examples in Java.  (2/2),,,,,,2023-11-07,,
task,DSA Lab: 7. Implement priority queue using binary heaps (e.g Storing employee records based upon salary) (4/9),,,,,,2023-11-07,,
task,DD-III: Sequential Circuits (2/3),,,,,,2023-11-07,,
task,DSA-III: Tree traversals (2/3),,,,,,2023-11-08,,
task,DD Lab: 6. Design and implement synchronous counters. (5/11),,,,,,2023-11-08,,
task,DSA Lab: 7. Implement priority queue using binary heaps (e.g Storing employee records based upon salary) (5/9),,,,,,2023-11-08,,
task,OOP-III: Polymorphism: Method overloading and overriding (1/2),,,,,,2023-11-08,,
task,OOP Lab: 5. Programs using Exception handling. (E.g. Bank Account manipulation) (12/13),,,,,,2023-11-08,,
task,Eng-III: as the right evaluation (2/2),,,,,,2023-11-08,,
task,Math-III: Connectivity (2/3),,,,,,2023-11-08,,
task,DD-III: Sequential Circuits (3/3),,,,,,2023-11-08,,
task,OOP Lab: 5. Programs using Exception handling. (E.g. Bank Account manipulation) (13/13),,,,,,2023-11-09,,
task,DD Lab: 6. Design and implement synchronous counters. (6/11),,,,,,2023-11-09,,
task,OOP-III: Polymorphism: Method overloading and overriding (2/2),,,,,,2023-11-09,,
task,DSA-III: Tree traversals (3/3),,,,,,2023-11-09,,
task,DSA Lab: 7. Implement priority queue using binary heaps (e.g Storing employee records based upon salary) (6/9),,,,,,2023-11-09,,
task,DD-III: Storage Elements: Latches (1/3),,,,,,2023-11-09,,
task,Math-III: Connectivity (3/3),,,,,,2023-11-09,,
task,Eng-III: Difference between respect and differentiation (1/2),,,,,,2023-11-09,,
task,OOP-III: Dynamic method dispatch (1/2),,,,,,2023-11-10,,
task,OOP Lab: 6. Program to implement packages (Eg: Currency converter) (1/13),,,,,,2023-11-10,,
task,Eng-III: Difference between respect and differentiation (2/2),,,,,,2023-11-10,,
task,DD Lab: 6. Design and implement synchronous counters. (7/11),,,,,,2023-11-10,,
task,Math-III: Eulerian and Hamilton graphs.  (1/3),,,,,,2023-11-10,,
task,DSA Lab: 7. Implement priority queue using binary heaps (e.g Storing employee records based upon salary) (7/9),,,,,,2023-11-10,,
task,DSA-III: B- Trees (1/3),,,,,,2023-11-10,,
task,DD-III: Storage Elements: Latches (2/3),,,,,,2023-11-10,,
task,OOP Lab: 6. Program to implement packages (Eg: Currency converter) (2/13),,,,,,2023-11-11,,
task,DSA-III: B- Trees (2/3),,,,,,2023-11-11,,
task,DD-III: Storage Elements: Latches (3/3),,,,,,2023-11-11,,
task,Eng-III: the other salient values in a relationship (1/2),,,,,,2023-11-11,,
task,Math-III: Eulerian and Hamilton graphs.  (2/3),,,,,,2023-11-11,,
task,OOP-III: Dynamic method dispatch (2/2),,,,,,2023-11-11,,
task,DD Lab: 6. Design and implement synchronous counters. (8/11),,,,,,2023-11-11,,
task,DSA Lab: 7. Implement priority queue using binary heaps (e.g Storing employee records based upon salary) (8/9),,,,,,2023-11-11,,
task,OOP Lab: 6. Program to implement packages (Eg: Currency converter) (3/13),,,,,,2023-11-12,,
task,DD-III: Flip (1/3),,,,,,2023-11-12,,
task,Eng-III: the other salient values in a relationship (2/2),,,,,,2023-11-12,,
task,DD Lab: 6. Design and implement synchronous counters. (9/11),,,,,,2023-11-12,,
task,DSA Lab: 7. Implement priority queue using binary heaps (e.g Storing employee records based upon salary) (9/9),,,,,,2023-11-12,,
task,Math-III: Eulerian and Hamilton graphs.  (3/3),,,,,,2023-11-12,,
task,DSA-III: B- Trees (3/3),,,,,,2023-11-12,,
task,OOP-III: Exceptions: Hierarchy (1/2),,,,,,2023-11-12,,
task,Eng-III: Understanding the harmony in the society (1/2),,,,,,2023-11-13,,
task,Math-IV: Algebraic systems (1/3),,,,,,2023-11-13,,
task,OOP Lab: 6. Program to implement packages (Eg: Currency converter) (4/13),,,,,,2023-11-13,,
task,DSA-III: Priority Queues: Binary heap.  (1/3),,,,,,2023-11-13,,
task,DD Lab: 6. Design and implement synchronous counters. (10/11),,,,,,2023-11-13,,
task,OOP-III: Exceptions: Hierarchy (2/2),,,,,,2023-11-13,,
task,DD-III: Flip (2/3),,,,,,2023-11-13,,
task,DSA Lab: 8. Graph representation and implement graph traversal algorithms (1/10),,,,,,2023-11-13,,
task,DSA-III: Priority Queues: Binary heap.  (2/3),,,,,,2023-11-14,,
task,Math-IV: Algebraic systems (2/3),,,,,,2023-11-14,,
task,Eng-III: Understanding the harmony in the society (2/2),,,,,,2023-11-14,,
task,DD-III: Flip (3/3),,,,,,2023-11-14,,
task,DD Lab: 6. Design and implement synchronous counters. (11/11),,,,,,2023-11-14,,
task,OOP Lab: 6. Program to implement packages (Eg: Currency converter) (5/13),,,,,,2023-11-14,,
task,DSA Lab: 8. Graph representation and implement graph traversal algorithms (2/10),,,,,,2023-11-14,,
task,OOP-III: Built-in exceptions (1/2),,,,,,2023-11-14,,
task,DD-III: Flops (1/2),,,,,,2023-11-15,,
task,DD Lab: 7. Design and implement asynchronous counters. (1/12),,,,,,2023-11-15,,
task,OOP Lab: 6. Program to implement packages (Eg: Currency converter) (6/13),,,,,,2023-11-15,,
task,DSA-III: Priority Queues: Binary heap.  (3/3),,,,,,2023-11-15,,
task,OOP-III: Built-in exceptions (2/2),,,,,,2023-11-15,,
task,DSA Lab: 8. Graph representation and implement graph traversal algorithms (3/10),,,,,,2023-11-15,,
task,Math-IV: Algebraic systems (3/3),,,,,,2023-11-15,,
task,Eng-III: comprehensive Human Goals (1/2),,,,,,2023-11-15,,
task,Eng-III: comprehensive Human Goals (2/2),,,,,,2023-11-16,,
task,OOP-III: Creating own exception (1/3),,,,,,2023-11-16,,
task,DSA-IV: Graph Algorithms: Definitions (1/3),,,,,,2023-11-16,,
task,DSA Lab: 8. Graph representation and implement graph traversal algorithms (4/10),,,,,,2023-11-16,,
task,DD-III: Flops (2/2),,,,,,2023-11-16,,
task,Math-IV: Semi groups and monoids (1/3),,,,,,2023-11-16,,
task,DD Lab: 7. Design and implement asynchronous counters. (2/12),,,,,,2023-11-16,,
task,OOP Lab: 6. Program to implement packages (Eg: Currency converter) (7/13),,,,,,2023-11-16,,
task,OOP-III: Creating own exception (2/3),,,,,,2023-11-17,,
task,DSA-IV: Graph Algorithms: Definitions (2/3),,,,,,2023-11-17,,
task,Math-IV: Semi groups and monoids (2/3),,,,,,2023-11-17,,
task,DD Lab: 7. Design and implement asynchronous counters. (3/12),,,,,,2023-11-17,,
task,DSA Lab: 8. Graph representation and implement graph traversal algorithms (5/10),,,,,,2023-11-17,,
task,Eng-III: Visualizing a universal harmonious order in society (1/1),,,,,,2023-11-17,,
task,DD-III: Analysis of Clocked Sequential Circuits (1/3),,,,,,2023-11-17,,
task,OOP Lab: 6. Program to implement packages (Eg: Currency converter) (8/13),,,,,,2023-11-17,,
task,Math-IV: Semi groups and monoids (3/3),,,,,,2023-11-18,,
task,DSA Lab: 8. Graph representation and implement graph traversal algorithms (6/10),,,,,,2023-11-18,,
task,DD Lab: 7. Design and implement asynchronous counters. (4/12),,,,,,2023-11-18,,
task,OOP-III: Creating own exception (3/3),,,,,,2023-11-18,,
task,DSA-IV: Graph Algorithms: Definitions (3/3),,,,,,2023-11-18,,
task,DD-III: Analysis of Clocked Sequential Circuits (2/3),,,,,,2023-11-18,,
task,Eng-III: Undivided Society (1/2),,,,,,2023-11-18,,
task,OOP Lab: 6. Program to implement packages (Eg: Currency converter) (9/13),,,,,,2023-11-18,,
task,DSA-IV: Representation of graphs (1/3),,,,,,2023-11-19,,
task,DSA Lab: 8. Graph representation and implement graph traversal algorithms (7/10),,,,,,2023-11-19,,
task,Math-IV: Groups (1/3),,,,,,2023-11-19,,
task,OOP-III: Packages in Java (1/2),,,,,,2023-11-19,,
task,Eng-III: Undivided Society (2/2),,,,,,2023-11-19,,
task,OOP Lab: 6. Program to implement packages (Eg: Currency converter) (10/13),,,,,,2023-11-19,,
task,DD Lab: 7. Design and implement asynchronous counters. (5/12),,,,,,2023-11-19,,
task,DD-III: Analysis of Clocked Sequential Circuits (3/3),,,,,,2023-11-19,,
task,DSA Lab: 8. Graph representation and implement graph traversal algorithms (8/10),,,,,,2023-11-20,,
task,Eng-III: Universal Order (1/2),,,,,,2023-11-20,,
task,OOP Lab: 6. Program to implement packages (Eg: Currency converter) (11/13),,,,,,2023-11-20,,
task,OOP-III: Packages in Java (2/2),,,,,,2023-11-20,,
task,DSA-IV: Representation of graphs (2/3),,,,,,2023-11-20,,
task,Math-IV: Groups (2/3),,,,,,2023-11-20,,
task,DD Lab: 7. Design and implement asynchronous counters. (6/12),,,,,,2023-11-20,,
task,DD-III: State Reduction and Assignment (1/3),,,,,,2023-11-20,,
task,OOP-III: Examples in Java.  (1/2),,,,,,2023-11-21,,
task,Math-IV: Groups (3/3),,,,,,2023-11-21,,
task,DD-III: State Reduction and Assignment (2/3),,,,,,2023-11-21,,
task,DSA Lab: 8. Graph representation and implement graph traversal algorithms (9/10),,,,,,2023-11-21,,
task,DSA-IV: Representation of graphs (3/3),,,,,,2023-11-21,,
task,Eng-III: Universal Order (2/2),,,,,,2023-11-21,,
task,OOP Lab: 6. Program to implement packages (Eg: Currency converter) (12/13),,,,,,2023-11-21,,
task,DD Lab: 7. Design and implement asynchronous counters. (7/12),,,,,,2023-11-21,,
task,Math-IV: Subgroups Homomorphisms (1/3),,,,,,2023-11-22,,
task,OOP Lab: 6. Program to implement packages (Eg: Currency converter) (13/13),,,,,,2023-11-22,,
task,OOP-III: Examples in Java.  (2/2),,,,,,2023-11-22,,
task,DSA-IV: Graph Traversals: Breadth-first traversal (1/3),,,,,,2023-11-22,,
task,Eng-III: From family to world family!  (1/2),,,,,,2023-11-22,,
task,DD-III: State Reduction and Assignment (3/3),,,,,,2023-11-22,,
task,DSA Lab: 8. Graph representation and implement graph traversal algorithms (10/10),,,,,,2023-11-22,,
task,DD Lab: 7. Design and implement asynchronous counters. (8/12),,,,,,2023-11-22,,
task,Math-IV: Subgroups Homomorphisms (2/3),,,,,,2023-11-23,,
task,DD Lab: 7. Design and implement asynchronous counters. (9/12),,,,,,2023-11-23,,
task,DSA Lab: 9. Implement Dijkstra’s algorithm using graph (e.g Find the shortest route to connect one city to another) (1/10),,,,,,2023-11-23,,
task,Eng-III: From family to world family!  (2/2),,,,,,2023-11-23,,
task,DD-III: Design Procedure (1/3),,,,,,2023-11-23,,
task,"OOP Lab: 7. Program to implement generic classes, methods (Eg: Generic stack, Sorting) (1/13)",,,,,,2023-11-23,,
task,OOP-IV: Definition and concepts: Generic classes and generic methods (1/2),,,,,,2023-11-23,,
task,DSA-IV: Graph Traversals: Breadth-first traversal (2/3),,,,,,2023-11-23,,
task,DSA Lab: 9. Implement Dijkstra’s algorithm using graph (e.g Find the shortest route to connect one city to another) (2/10),,,,,,2023-11-24,,
task,"OOP Lab: 7. Program to implement generic classes, methods (Eg: Generic stack, Sorting) (2/13)",,,,,,2023-11-24,,
task,DSA-IV: Graph Traversals: Breadth-first traversal (3/3),,,,,,2023-11-24,,
task,Eng-IV: Understanding the harmony in Nature (1/2),,,,,,2023-11-24,,
task,OOP-IV: Definition and concepts: Generic classes and generic methods (2/2),,,,,,2023-11-24,,
task,DD-III: Design Procedure (2/3),,,,,,2023-11-24,,
task,DD Lab: 7. Design and implement asynchronous counters. (10/12),,,,,,2023-11-24,,
task,Math-IV: Subgroups Homomorphisms (3/3),,,,,,2023-11-24,,
task,DD Lab: 7. Design and implement asynchronous counters. (11/12),,,,,,2023-11-25,,
